"OBJECTID","YEAR_","STATE","AGENCY","UNIT_ID","FIRE_NAME","INC_NUM","ALARM_DATE","CONT_DATE","CAUSE","C_METHOD","OBJECTIVE","GIS_ACRES","COMMENTS","COMPLEX_NAME","IRWINID","FIRE_NUM","COMPLEX_ID","DECADES","Shape__Area","Shape__Length","Lon","Lat","TEMPERATURE_2M_ALARM_DATE"
4232,2014,"CA","NPS National Park Service","SMP","PIUMA","22",2014-01-01 08:00:00,2014-01-01 08:00:00,"Unknown/Unidentified","Unknown",NA,0.7918415,"664541",NA,NA,"22",NA,"2010-2019",4682.16796875,242.81576409375,-118.669325,34.073092,9.54995117187502
4090,2014,"CA","USF U.S. Forest Service","LNF","CAMPBELL","000027",2014-01-02 08:00:00,2014-01-10 08:00:00,"Campfire","GPS Ground","Suppression (Wildfire)",864.9468,"<Null>",NA,NA,NA,NA,"2010-2019",5982421.23046875,15942.1257544655,-121.764721862916,40.0606576769784,2.85341796875002
4204,2014,"CA","CDF CAL FIRE (State)","NEU","REEDY","000131",2014-01-02 08:00:00,2014-01-02 08:00:00,"Debris","Other Imagery","Suppression (Wildfire)",10.98303,NA,NA,NA,NA,NA,"2010-2019",74238.30859375,1556.69850454663,-121.409373344083,39.260103576735,2.00478515625002
4105,2014,"CA","CDF CAL FIRE (State)","HUU","RED","000081",2014-01-04 08:00:00,2014-01-08 08:00:00,"Debris","GPS Ground","Suppression (Wildfire)",332.1736,NA,NA,NA,NA,NA,"2010-2019",2348724.56640625,11625.1858422416,-123.801674223494,40.8080320599965,-0.440527343749977
4177,2014,"CA","CDF CAL FIRE (State)","HUU","BRIDGE","000079",2014-01-04 08:00:00,2014-01-04 08:00:00,"Powerline","GPS Ground","Suppression (Wildfire)",17.42052,NA,NA,NA,NA,NA,"2010-2019",121955.6484375,1435.28925678441,-123.80127851926,40.4729601480157,-0.783789062499977
4189,2014,"CA","USF U.S. Forest Service","SNF","BALD ROCK","000059",2014-01-11 08:00:00,2014-02-10 08:00:00,"Miscellaneous","GPS Ground","Suppression (Wildfire)",13.86587,"<Null>",NA,NA,NA,NA,"2010-2019",89255.6640625,1678.44016241923,-119.702603076436,37.4778313257879,1.37514648437502
4161,2014,"CA","CDF CAL FIRE (State)","SLU","TWITCHELL","000389",2014-01-12 08:00:00,2014-01-12 08:00:00,"Powerline","GPS Ground","Suppression (Wildfire)",21.94427,"Downed powerlines due to high winds",NA,NA,NA,NA,"2010-2019",132624.12109375,2479.13715644644,-120.346729826168,34.9914857516059,10.6302734375
4287,2014,"CA","NPS National Park Service","SMP","TAPIA","35",2014-01-12 08:00:00,2014-01-12 08:00:00,"Unknown/Unidentified","Unknown",NA,0.09347441,"664603",NA,NA,"35",NA,"2010-2019",552.8046875,83.4537455528671,-118.704861033689,34.0802780225417,12.15419921875
4084,2014,"CA","USF U.S. Forest Service","SQF","SODA","000120",2014-01-13 08:00:00,2014-03-22 07:00:00,"Miscellaneous","Unknown","Suppression (Wildfire)",1423.232,NA,NA,NA,NA,NA,"2010-2019",8866919.16015625,24864.3552969708,-118.534310871424,36.2179147390718,-2.80014648437498
4221,2014,"CA","NPS National Park Service","SMP","PALISADES","75",2014-01-14 08:00:00,2014-01-14 08:00:00,"Unknown/Unidentified","Unknown",NA,3.024885,"664967",NA,NA,"75",NA,"2010-2019",17868.50390625,579.212081936034,-118.52326777166,34.0308165073992,13.073388671875
