"OBJECTID","YEAR_","STATE","AGENCY","UNIT_ID","FIRE_NAME","INC_NUM","ALARM_DATE","CONT_DATE","CAUSE","C_METHOD","OBJECTIVE","GIS_ACRES","COMMENTS","COMPLEX_NAME","IRWINID","FIRE_NUM","COMPLEX_ID","DECADES","Shape__Area","Shape__Length","Lon","Lat","TEMPERATURE_2M_ALARM_DATE"
3389,2016,"CA","DOD Department of Defense","AFV","CANYON",NA,NA,2016-09-28 07:00:00,"Unknown/Unidentified","Unknown","Suppression (Wildfire)",12713.62,"2016-CAAFV-003151 geomac",NA,NA,NA,NA,"2010-2019",76109524.9296875,51201.0695881249,-120.585750714543,34.5956740654947,NA
3420,2016,"CA","DOD Department of Defense","MCP","ROBLAR",NA,NA,2016-07-25 07:00:00,"Unknown/Unidentified","Unknown","Suppression (Wildfire)",1244.5,"2016-CAMCP-002125 geomac",NA,NA,NA,NA,"2010-2019",7245430.7109375,19887.465418063,-117.363888121499,33.4012872636998,NA
3452,2016,"CA","DOD Department of Defense","AFV","WASHINGTON",NA,NA,2016-09-28 07:00:00,"Unknown/Unidentified","Unknown","Suppression (Wildfire)",225.5222,"2016-CAAFV-003193 geomac",NA,NA,NA,NA,"2010-2019",1354517.8828125,13346.9822656247,-120.546630036223,34.7331539990284,NA
3492,2016,"CA","CDF CAL FIRE (State)","AEU","SCOTT",NA,NA,NA,"Unknown/Unidentified","GPS Ground","Suppression (Wildfire)",86.69641,NA,NA,NA,NA,NA,"2010-2019",573929.9453125,4668.88469767087,-121.105883306691,38.5140944072838,NA
3532,2016,"CA","CDF CAL FIRE (State)","AEU","BELL",NA,NA,NA,"Unknown/Unidentified","GPS Ground","Suppression (Wildfire)",45.81971,NA,NA,NA,NA,NA,"2010-2019",303401.296875,2927.88100698843,-120.8431790737,38.5229911399994,NA
3680,2016,"CA","CCO Contract County","VNC","CRESTVIEW","010915",2016-02-07 08:00:00,2016-02-07 08:00:00,"Unknown/Unidentified","GPS Ground","Suppression (Wildfire)",2.033847,NA,NA,NA,NA,NA,"2010-2019",12071.734375,734.838038019609,-119.094621084245,34.2344008136787,14.847314453125
3636,2016,"CA","NPS National Park Service","SMP","MULHOLLAND","000210",2016-02-25 08:00:00,2016-02-28 08:00:00,"Unknown/Unidentified","Unknown","Suppression (Wildfire)",11.32529,"LA Co. INC # 058094",NA,"{926B3E5E-D1ED-4AD7-B3F7-5A735CCECD5A}",NA,NA,"2010-2019",66987.1953125,1248.13608722961,-118.910536834288,34.0863317788054,13.83828125
3710,2016,"CA","NPS National Park Service","YNP","SWINGING BRIDGE","000001",2016-02-26 08:00:00,2016-02-28 08:00:00,"Unknown/Unidentified","Unknown","Suppression (Wildfire)",0.1589643,NA,NA,"{10ACEA0B-BC1D-4372-B590-FF6ADD49AE2B}",NA,NA,"2010-2019",1030.43359375,115.114432117099,-119.598912845604,37.7394050942736,1.09023437500002
3583,2016,"CA","CDF CAL FIRE (State)","NEU","CHICKEN","005191",2016-03-01 08:00:00,2016-03-01 08:00:00,"Arson","GPS Ground","Suppression (Wildfire)",22.82077,NA,NA,NA,NA,NA,"2010-2019",153438.7109375,2074.79762357974,-120.725981599501,39.0722461720218,6.56240234375002
3670,2016,"CA","CCO Contract County","VNC","LARGO","023828",2016-03-31 07:00:00,2016-03-31 07:00:00,"Unknown/Unidentified","GPS Ground","Suppression (Wildfire)",3.214312,NA,NA,NA,NA,NA,"2010-2019",19141.0234375,724.767611517719,-118.987126987152,34.3735274990614,8.93129882812502
3702,2016,"CA","FWS U.S. Fish & Wildlife Service","HPR","BURSON","00000920",2016-04-01 07:00:00,2016-04-01 07:00:00,"Equipment Use","Other Imagery","Suppression (Wildfire)",0.5631544,"J7H0",NA,"{8D066FE8-7ABF-4688-8852-9536E13DE997}",NA,NA,"2010-2019",3360.71484375,262.705769519789,-118.860139000408,34.4635985127193,9.99990234375002
3574,2016,"CA","USF U.S. Forest Service","TNF","SACRED","000387",2016-04-05 07:00:00,2016-04-08 07:00:00,"Debris","Other Imagery","Suppression (Wildfire)",23.26216,"FIRESTSAT C_Meth 02 GPS Uncorrected Data",NA,"{A8C497AA-4C21-4D70-A8C1-D54291F8D801}",NA,NA,"2010-2019",158645.03515625,3579.83964482746,-120.634782291504,39.5732464395999,2.91542968750002
3562,2016,"CA","CCO Contract County","LAC","NEWHALL ","109704",2016-04-15 07:00:00,2016-04-15 07:00:00,"Powerline","GPS Ground","Suppression (Wildfire)",28.31304,NA,NA,NA,NA,NA,"2010-2019",168912.859375,4723.16438130099,-118.584838416547,34.4511853989839,12.86220703125
3524,2016,"CA","CDF CAL FIRE (State)","FKU","PANOCHO","005092",2016-04-16 07:00:00,2016-04-16 07:00:00,"Miscellaneous","GPS Ground","Suppression (Wildfire)",53.19081,NA,NA,NA,NA,NA,"2010-2019",334706.0625,4219.51754234315,-120.680392891573,36.6085117535762,13.733544921875
3553,2016,"CA","CDF CAL FIRE (State)","SLU","O'DONOVAN","004131",2016-04-17 07:00:00,2016-04-17 07:00:00,"Unknown/Unidentified","GPS Ground","Suppression (Wildfire)",33.58666,NA,NA,NA,NA,NA,"2010-2019",205293.78125,2387.63266572623,-120.44311935025,35.4541529787096,14.74453125
3677,2016,"CA","CDF CAL FIRE (State)","TGU","TEDOC","003360",2016-04-17 07:00:00,2016-04-17 07:00:00,"Debris","GPS Ground","Suppression (Wildfire)",2.379422,"Timber Slash",NA,NA,NA,NA,"2010-2019",16580.421875,771.372408248569,-122.882262919524,40.3153192134349,13.88759765625
