"OBJECTID","YEAR_","STATE","AGENCY","UNIT_ID","FIRE_NAME","INC_NUM","ALARM_DATE","CONT_DATE","CAUSE","C_METHOD","OBJECTIVE","GIS_ACRES","COMMENTS","COMPLEX_NAME","IRWINID","FIRE_NUM","COMPLEX_ID","DECADES","Shape__Area","Shape__Length","Lon","Lat","TEMPERATURE_2M_ALARM_DATE"
1364,2021,"CA","FWS U.S. Fish & Wildlife Service","TNR","MIGUEL 3","00000530",2021-01-07 08:00:00,2021-01-07 08:00:00,"Unknown/Unidentified","Other Imagery","Suppression (Wildfire)",21.31999,"NS1P",NA,"",NA,NA,"2020-January 2025",122097.42578125,1645.44525529025,-116.964646375818,32.6691238825338,9.90395507812502
1493,2021,"CA","CCO Contract County","LAC","NEWTON","00009554",2021-01-08 08:00:00,2021-01-08 08:00:00,"Unknown/Unidentified","GPS Ground","Suppression (Wildfire)",2.265879,NA,NA,"",NA,NA,"2020-January 2025",13399.23828125,443.870646367217,-118.814384993776,34.0765843958189,10.11611328125
1502,2021,"CA","USF U.S. Forest Service","SMP","NEWTON","00000001",2021-01-08 08:00:00,2021-01-08 08:00:00,"Unknown/Unidentified","GPS Ground","Suppression (Wildfire)",1.865689,NA,NA,"{D22D5497-4072-4D5B-82E1-A04302266D13}",NA,NA,"2020-January 2025",11034.1484375,782.094252013949,-118.800971084915,34.082209345694,10.009423828125
1503,2021,"CA","CDF CAL FIRE (State)","MVU","BORDER","00000734",2021-01-10 08:00:00,2021-01-21 08:00:00,"Miscellaneous","Mixed Methods","Suppression (Wildfire)",1.850452,NA,NA,"{560903DC-8AFF-4091-9C85-A3B806EDE7BA}",NA,NA,"2020-January 2025",10579.1171875,504.822650768738,-116.7682685394,32.5912771722426,9.94765625000002
1374,2021,"CA","CDF CAL FIRE (State)","MVU","BORDER 2","00000960",2021-01-13 08:00:00,2021-01-21 08:00:00,"Debris","Mixed Methods","Suppression (Wildfire)",18.64428,NA,NA,"{B36106D6-22FD-4AB4-9603-C045EC5FAD62}",NA,NA,"2020-January 2025",106607.16796875,1924.43632122754,-116.530175265927,32.5985562803071,8.33779296875002
1490,2021,"CA","CDF CAL FIRE (State)","SLU","TIFFANY","00006070",2021-01-13 08:00:00,2021-01-13 08:00:00,"Debris","GPS Ground","Suppression (Wildfire)",2.45159,"Escape burn pile",NA,"",NA,NA,"2020-January 2025",14885.60546875,637.879420842883,-120.569258466329,35.1826706558122,9.82949218750002
1330,2021,"CA","LRA Local Responsibility Area","VNC","ERBES","00004124",2021-01-14 08:00:00,2021-01-15 08:00:00,"Unknown/Unidentified","Unknown","Suppression (Wildfire)",27.63296,NA,NA,"{3596CF8C-A5A4-44FB-90F2-75F7639717C1}",NA,NA,"2020-January 2025",164004.98046875,2622.9066555368,-118.837932982436,34.2322410325194,12.705712890625
1189,2021,"CA","CDF CAL FIRE (State)","RRU","BONITA","00007737",2021-01-15 08:00:00,2021-03-10 08:00:00,"Unknown/Unidentified","Hand-drawn","Suppression (Wildfire)",681.1813,NA,NA,"{FF90CD09-752E-4F94-8BE4-2CCFFEA97795}",NA,NA,"2020-January 2025",3993626.05859375,21209.4125348169,-116.697853735692,33.7060194122552,13.13173828125
1482,2021,"CA","CCO Contract County","LAC","PACIFICO",NA,2021-01-17 08:00:00,2021-01-17 08:00:00,"Structure Fire","Mixed Methods","Suppression (Wildfire)",2.883715,NA,NA,"",NA,NA,"2020-January 2025",17045.55859375,769.721101577619,-118.65173767709,34.0584113304124,16.9720703125
1472,2021,"CA","CDF CAL FIRE (State)","LNU","OLD","00001062",2021-01-18 08:00:00,2021-01-18 08:00:00,"Powerline","GPS Ground","Suppression (Wildfire)",3.873497,NA,NA,"{A9439223-583B-495F-9706-629AD1AA062F}",NA,NA,"2020-January 2025",25848.5390625,756.577794001759,-122.817144138868,38.802912356508,12.176904296875
1515,2021,"CA","CDF CAL FIRE (State)","SLU","ADOBE","00000865",2021-01-18 08:00:00,2021-01-18 08:00:00,"Equipment Use","GPS Ground","Suppression (Wildfire)",1.444209,"Mowing",NA,"{6BE6C35F-19FD-490B-9076-BA34C7811A0C}",NA,NA,"2020-January 2025",8835.58984375,410.66196928125,-120.608355692957,35.4912655575128,9.40004882812502
