"OBJECTID","YEAR_","STATE","AGENCY","UNIT_ID","FIRE_NAME","INC_NUM","ALARM_DATE","CONT_DATE","CAUSE","C_METHOD","OBJECTIVE","GIS_ACRES","COMMENTS","COMPLEX_NAME","IRWINID","FIRE_NUM","COMPLEX_ID","DECADES","Shape__Area","Shape__Length","Lon","Lat","TEMPERATURE_2M_ALARM_DATE"
5326,2010,"CA","USF U.S. Forest Service","CNF","TENAJA","000132",2010-01-14 08:00:00,2010-01-14 08:00:00,"Debris","Unknown","Suppression (Wildfire)",109.516,NA,NA,NA,"03",NA,"2010-2019",640390.73828125,5828.11718447153,-117.410670574275,33.5922558678725,10.7630859375
5334,2010,"CA","BLM Bureau of Land Management","BBD","BRAMLETTE","00000253",2010-03-24 07:00:00,2010-03-27 07:00:00,"Lightning","GPS Ground","Suppression (Wildfire)",98.14775,NA,NA,NA,"E92Z",NA,"2010-2019",637347.07421875,6263.12954574423,-118.522662710145,37.8061983891492,-0.925878906249977
5402,2010,"CA","CDF CAL FIRE (State)","BEU","COALINGA","00000960",2010-03-28 07:00:00,2010-03-28 07:00:00,"Debris","Hand-drawn","Suppression (Wildfire)",22.45962,"Control burn escape",NA,NA,"",NA,"2010-2019",140346.34765625,2136.72537353916,-120.677276671002,36.3359347543464,14.183984375
5446,2010,"CA","CDF CAL FIRE (State)","SKU","RY","00002154",2010-03-31 07:00:00,2010-03-31 07:00:00,"Powerline","GPS Ground","Suppression (Wildfire)",7.196177,NA,NA,NA,"",NA,"2010-2019",52132.671875,1395.76498817002,-122.47745470822,41.6081519819229,-3.30087890624998
5440,2010,"CA","FWS U.S. Fish & Wildlife Service","LUR","WILDLIFE",NA,2010-05-01 07:00:00,2010-05-01 07:00:00,"Arson","Other Imagery",NA,8.675761,"Previous year.  UNIT ID: LUR fire num? FDA0",NA,NA,NA,NA,"2010-2019",55553.78125,1514.75023042196,-120.834581717464,37.2790960961122,13.193505859375
5448,2010,"CA","BLM Bureau of Land Management","CDD","CORTEZ","1007",2010-05-03 07:00:00,2010-05-04 07:00:00,"Lightning","GPS Ground","Suppression (Wildfire)",5.562693,"WFDSS; GPS ground",NA,NA,"FDE8",NA,"2010-2019",34091.5078125,949.638253971772,-118.244458124587,35.5615891555696,10.7494140625
5330,2010,"CA","CCO Contract County","KRN","FAY","01012237",2010-05-05 07:00:00,2010-05-06 07:00:00,"Equipment Use","GPS Ground","Suppression (Wildfire)",102.2316,NA,NA,NA,"",NA,"2010-2019",628683.390625,3839.73827646796,-118.295876587826,35.6995845708868,7.81337890625002
5306,2010,"CA","FWS U.S. Fish & Wildlife Service","LUR","BALLOON",NA,2010-05-08 07:00:00,2010-05-08 07:00:00,"Arson","Other Imagery",NA,223.4276,"Previous year.  UNIT ID: LUR  fire num? FE0V",NA,NA,NA,NA,"2010-2019",1428643.1796875,7676.50371616689,-120.87501167424,37.2252890465585,15.71669921875
5366,2010,"CA","USF U.S. Forest Service","BDF","PACIFIC","8042",2010-05-08 07:00:00,2010-05-08 07:00:00,"Arson","GPS Ground","Suppression (Wildfire)",46.96871,NA,NA,NA,"8042",NA,"2010-2019",276425.12109375,4206.30152978347,-116.696330756027,33.8716104690894,14.13125
5443,2010,"CA","BLM Bureau of Land Management","CDD","ISABELLA",NA,2010-05-08 07:00:00,2010-05-10 07:00:00,"Playing with Fire","GPS Ground","Suppression (Wildfire)",7.981266,"WFDSS; GPS ground CA-CND-001054",NA,NA,"FDS2",NA,"2010-2019",48999.796875,1232.27474579824,-118.460417991389,35.632392870744,10.75869140625
5281,2010,"CA","CDF CAL FIRE (State)","RRU","PEDLEY","00041963",2010-05-12 07:00:00,2010-05-13 07:00:00,"Equipment Use","GPS Ground","Suppression (Wildfire)",717.2241,"BLM-CACDD008295",NA,NA,"",NA,"2010-2019",4236807.27734375,18020.8245541104,-117.465584053908,34.0313015164171,10.71181640625
5261,2010,"CA","BLM Bureau of Land Management","BBD","COTTON","00001112",2010-05-15 07:00:00,2010-05-20 07:00:00,"Equipment Use","GPS Ground","Suppression (Wildfire)",2037.966,NA,NA,NA,"FD3N",NA,"2010-2019",12337650.2929688,20110.0009339626,-119.88557261595,35.061212193686,15.4623046875
5276,2010,"CA","BLM Bureau of Land Management","BBD","WASH","00001133",2010-05-15 07:00:00,2010-05-15 07:00:00,"Equipment Use","GPS Ground","Suppression (Wildfire)",947.4343,NA,NA,NA,"FD4B",NA,"2010-2019",5743273.640625,11059.0942161464,-119.785507399453,35.1156799416125,16.933251953125
5299,2010,"CA","CCO Contract County","KRN","METSON","01013254",2010-05-15 07:00:00,2010-05-15 07:00:00,"Miscellaneous","GPS Ground","Suppression (Wildfire)",330.066,"SRA = 190ac FRA = 140ac",NA,NA,"",NA,"2010-2019",1995766.38671875,7962.73669605003,-119.281107677933,35.0112269982596,18.18203125
5273,2010,"CA","CDF CAL FIRE (State)","RRU","MCKINLEY","00044545",2010-05-20 07:00:00,2010-05-22 07:00:00,"Equipment Use","GPS Ground","Suppression (Wildfire)",1028.212,NA,NA,NA,"",NA,"2010-2019",6049431.8046875,17465.8308429354,-117.501168704432,33.8580288259207,14.901513671875
5358,2010,"CA","CDF CAL FIRE (State)","MVU","SLAUGHTERHOUSE","00005780",2010-05-25 07:00:00,2010-05-25 07:00:00,"Unknown/Unidentified","Mixed Methods","Suppression (Wildfire)",55.16428,NA,NA,NA,"",NA,"2010-2019",317704.65625,3250.872571987,-116.945034604139,32.9219542798547,11.288232421875
5351,2010,"CA","CDF CAL FIRE (State)","RRU","FAIRVIEW","RRU4366",2010-05-26 07:00:00,2010-05-27 07:00:00,"Equipment Use","GPS Ground","Suppression (Wildfire)",63.68459,"usfs inc_num 46366",NA,NA,"8815",NA,"2010-2019",373450.73046875,4345.30409696962,-116.865020214529,33.7154537660832,10.133447265625
5390,2010,"CA","BLM Bureau of Land Management","BBD","ALLENSWORTH","00001315",2010-05-28 07:00:00,2010-05-28 07:00:00,"Unknown/Unidentified","GPS Ground","Suppression (Wildfire)",25.83468,NA,NA,NA,"FE1R",NA,"2010-2019",159409.6953125,1669.2098877989,-119.462849222197,35.8348320304591,15.87490234375
5453,2010,"CA","NPS National Park Service","SMP","DEER CREEK","NPS397",2010-05-29 07:00:00,2010-05-29 07:00:00,"Powerline","GPS Ground","Suppression (Wildfire)",3.628123,"start beneath power pole with transformer 5m accuracy",NA,NA,"397",NA,"2010-2019",21460.3125,795.405183009346,-118.983483334866,34.087467305765,14.905908203125
5370,2010,"CA","CDF CAL FIRE (State)","RRU","SCOTT","00048079",2010-05-31 07:00:00,2010-05-31 07:00:00,"Unknown/Unidentified","GPS Ground","Suppression (Wildfire)",44.047,NA,NA,NA,"",NA,"2010-2019",257789.3203125,2752.72487267828,-117.144854027414,33.6304504806569,16.817529296875
