"OBJECTID","YEAR_","STATE","AGENCY","UNIT_ID","FIRE_NAME","INC_NUM","ALARM_DATE","CONT_DATE","CAUSE","C_METHOD","OBJECTIVE","GIS_ACRES","COMMENTS","COMPLEX_NAME","IRWINID","FIRE_NUM","COMPLEX_ID","DECADES","Shape__Area","Shape__Length","Lon","Lat","TEMPERATURE_2M_ALARM_DATE"
7865,2002,"CA","USF U.S. Forest Service","CNF","HOLY","00000000",2002-01-23 08:00:00,2002-01-27 08:00:00,"Campfire","Hand-drawn","Suppression (Wildfire)",74.32557,NA,NA,NA,"00000003",NA,"2000-2009",435511.8359375,2811.17440456182,-117.513133825187,33.6817671753992,7.64516601562502
7760,2002,"CA","CCO Contract County","ORC","GREEN","02008311",2002-02-09 08:00:00,2002-02-12 08:00:00,"Powerline","Hand-drawn","Suppression (Wildfire)",2234.36,NA,NA,NA,"02008311",NA,"2000-2009",13143623.1289062,19951.0788103007,-117.684463177859,33.851076871027,9.72646484375002
7919,2002,"CA","USF U.S. Forest Service","CNF","NATE","00000000",2002-02-09 08:00:00,2002-02-09 08:00:00,"Miscellaneous","Hand-drawn","Suppression (Wildfire)",23.20061,NA,NA,NA,"00000005",NA,"2000-2009",134849.296875,1845.40982913371,-116.965318911993,33.3284844774417,7.49135742187502
7750,2002,"CA","CDF CAL FIRE (State)","MVU","GAVILAN","00001024",2002-02-10 08:00:00,2002-02-13 08:00:00,"Debris","GPS Air","Suppression (Wildfire)",5663.117,NA,NA,NA,"00000116",NA,"2000-2009",32965349.21875,50998.7746187458,-117.272266361453,33.3945108003353,11.44375
7976,2002,"CA","DOD Department of Defense","AFV","TREATMENT","00000091",2002-02-21 08:00:00,2002-02-21 08:00:00,"Powerline","GPS Ground","Suppression (Wildfire)",0.8939275,NA,NA,NA,"00000091",NA,"2000-2009",5362.9921875,386.14053324731,-120.535017933674,34.6856845412449,14.256494140625
7816,2002,"CA","CDF CAL FIRE (State)","MVU","BORDER#2","00001494",2002-02-26 08:00:00,2002-02-26 08:00:00,"Campfire","Mixed Methods","Suppression (Wildfire)",270.6325,NA,NA,NA,"00000183",NA,"2000-2009",1549041.73828125,5704.83121892531,-116.69203726387,32.6445688484791,12.595849609375
7847,2002,"CA","BLM Bureau of Land Management","CDD","TECOPA","00000000",2002-03-05 08:00:00,2002-03-08 08:00:00,"Miscellaneous","Unknown","Suppression (Wildfire)",115.9685,NA,NA,NA,"00000743",NA,"2000-2009",715605.3203125,7137.29303276148,-116.224864804356,35.8369409924504,10.035546875
7842,2002,"CA","USF U.S. Forest Service","ANF","ATMORE","00000000",2002-03-30 08:00:00,2002-03-31 08:00:00,"Miscellaneous","GPS Air","Suppression (Wildfire)",134.2224,NA,NA,NA,"00000024",NA,"2000-2009",805294.34375,4907.92071450107,-118.608331170846,34.6881638583852,12.6810546875
7827,2002,"CA","USF U.S. Forest Service","CNF","INDIAN","00000000",2002-03-31 08:00:00,2002-03-31 08:00:00,"Miscellaneous","Hand-drawn","Suppression (Wildfire)",193.1655,NA,NA,NA,"00000016",NA,"2000-2009",1133299.515625,4262.96456087276,-117.440006055968,33.7370014086296,12.48720703125
7871,2002,"CA","CDF CAL FIRE (State)","LMU","LIGHTNING #1","00000789",2002-04-04 08:00:00,2002-04-04 08:00:00,"Lightning","GPS Ground","Suppression (Wildfire)",69.46049,NA,NA,NA,"00000003",NA,"2000-2009",498584.984375,2945.62331444716,-121.237232645272,41.3066690937651,6.95473632812502
