"OBJECTID","YEAR_","STATE","AGENCY","UNIT_ID","FIRE_NAME","INC_NUM","ALARM_DATE","CONT_DATE","CAUSE","C_METHOD","OBJECTIVE","GIS_ACRES","COMMENTS","COMPLEX_NAME","IRWINID","FIRE_NUM","COMPLEX_ID","DECADES","Shape__Area","Shape__Length","Lon","Lat","TEMPERATURE_2M_ALARM_DATE"
7429,2003,"CA","USF U.S. Forest Service","CNF"," ",NA,NA,NA,"Unknown/Unidentified","Unknown",NA,2713.938,NA,NA,NA,NA,NA,"2000-2009",15772591.1757812,16731.2945299311,-116.655741335504,33.3238053408489,NA
7724,2003,"CA","DOD Department of Defense","AFV","UMBRA","00000000",2002-02-21 08:00:00,2002-02-21 08:00:00,"Powerline","GPS Ground","Suppression (Wildfire)",2.77828,NA,NA,NA,"00000000",NA,"2000-2009",16709.19921875,682.040158266466,-120.578691657128,34.7889080465361,14.402001953125
7467,2003,"CA","CCO Contract County","LAC","PACIFIC","00004293",2003-01-06 08:00:00,2003-01-10 08:00:00,"Non-Firefighter Training","GPS Ground","Suppression (Wildfire)",805.6346,NA,NA,NA,"00004293",NA,"2000-2009",4760533.16796875,35569.1918088195,-118.873069350967,34.0444834084853,18.418115234375
7552,2003,"CA","CCO Contract County","LAC","AIRPORT","00004054",2003-01-06 08:00:00,2003-01-06 08:00:00,"Non-Firefighter Training","Mixed Methods","Suppression (Wildfire)",142.8408,NA,NA,NA,"00004054",NA,"2000-2009",831471.82421875,7375.82560968192,-118.426789847734,33.3938308418934,17.40126953125
7713,2003,"CA","USF U.S. Forest Service","ANF","DUMP","00000000",2003-01-06 08:00:00,2003-01-06 08:00:00,"Miscellaneous","Unknown","Suppression (Wildfire)",9.185514,NA,NA,NA,"00000003",NA,"2000-2009",54589.453125,1137.04582269552,-118.398726597387,34.2885048165412,16.191796875
7593,2003,"CA","CCO Contract County","VNC","SYCAMORE INCIDENT","03024489",2003-03-28 08:00:00,2003-03-28 08:00:00,"Powerline","Hand-drawn","Suppression (Wildfire)",77.31881,NA,NA,NA,"03024489",NA,"2000-2009",457831.2421875,3326.2100639228,-119.017861711146,34.1332950612925,13.573876953125
7471,2003,"CA","BLM Bureau of Land Management","BBD","LUNDY","00000000",2003-04-24 07:00:00,2003-04-26 07:00:00,"Unknown/Unidentified","Unknown","Suppression (Wildfire)",739.7399,NA,NA,NA,"0000U861",NA,"2000-2009",4834959.125,23182.6656738057,-119.167005138632,38.0467743408788,0.162255859375023
7511,2003,"CA","CDF CAL FIRE (State)","FKU","PANOCHE","00004866",2003-04-30 07:00:00,2003-04-30 07:00:00,"Debris","GPS Ground","Suppression (Wildfire)",290.8282,NA,NA,NA,"00000047",NA,"2000-2009",1838007.58203125,6903.10868005246,-120.795522013303,36.7767358949703,9.22060546875002
7474,2003,"CA","CDF CAL FIRE (State)","BEU","NEW IDRIA","00001514",2003-05-18 07:00:00,2003-05-19 07:00:00,"Miscellaneous","GPS Air","Suppression (Wildfire)",632.0136,NA,NA,NA,"00000133",NA,"2000-2009",3969398.94921875,11551.1958730388,-120.825093513703,36.5341938690153,13.25673828125
7734,2003,"CA","NPS National Park Service","CNP","DEL NORTE","00000000",2003-05-25 07:00:00,2003-05-25 07:00:00,"Campfire","Hand-drawn",NA,0.09372396,"Moved ignit pt 75m to nearest level terrain for campsite. Accuracy +-200m?",NA,NA,"00003000",NA,"2000-2009",553.38671875,83.4229805345269,-119.661367928952,34.0107378646426,13.139306640625
7476,2003,"CA","CDF CAL FIRE (State)","SCU","DELL_PUERTO_1","00001735",2003-05-28 07:00:00,2003-06-02 07:00:00,"Debris","GPS Ground","Suppression (Wildfire)",629.5229,NA,NA,NA,"00000074",NA,"2000-2009",4046440.01171875,9597.95928953258,-121.416453822292,37.4233771009626,20.99599609375
7615,2003,"CA","BLM Bureau of Land Management","CDD","MAYWOOD","00000000",2003-05-28 07:00:00,2003-05-29 07:00:00,"Equipment Use","Unknown","Suppression (Wildfire)",50.86303,NA,NA,NA,"0000D980",NA,"2000-2009",298712.03515625,2662.20785028257,-117.320714934853,33.7803602271536,19.515283203125
7649,2003,"CA","CDF CAL FIRE (State)","TUU","BENNETT","00005247",2003-05-29 07:00:00,2003-05-29 07:00:00,"Unknown/Unidentified","Unknown","Suppression (Wildfire)",30.55611,NA,NA,NA,"00000045",NA,"2000-2009",189434.80859375,1978.30685815051,-118.970138495624,36.0231934126691,23.603662109375
7414,2003,"CA","CDF CAL FIRE (State)","SCU","BIRD_1","00001791",2003-06-01 07:00:00,2003-06-03 07:00:00,"Equipment Use","GPS Ground","Suppression (Wildfire)",7876.473,NA,NA,NA,"00000083",NA,"2000-2009",50799099.765625,39033.6017727358,-121.335514192029,37.5502386224966,18.9349609375
