"OBJECTID","YEAR_","STATE","AGENCY","UNIT_ID","FIRE_NAME","INC_NUM","ALARM_DATE","CONT_DATE","CAUSE","C_METHOD","OBJECTIVE","GIS_ACRES","COMMENTS","COMPLEX_NAME","IRWINID","FIRE_NUM","COMPLEX_ID","DECADES","Shape__Area","Shape__Length","Lon","Lat","TEMPERATURE_2M_ALARM_DATE"
9320,1995,"CA","CDF CAL FIRE (State)","LNU","PRIEST","00004899",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",5112.608,NA,NA,NA,"00000341",NA,"1990-1999",33871202.25,30497.5278082547,-122.30555376168,38.5416158531652,NA
9324,1995,"CA","CDF CAL FIRE (State)","SLU","BALD MTN. ESCAPE","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",2971.955,NA,NA,NA,"00000000",NA,"1990-1999",18017326.2226562,19747.8845689166,-120.336002110848,35.11925495068,NA
9352,1995,"CA","USF U.S. Forest Service","SQF"," ","00000000",NA,NA,"Miscellaneous",NA,"Suppression (Wildfire)",881.2747,NA,NA,NA,"00000095",NA,"1990-1999",5388793.078125,11739.9243538122,-118.742504703465,35.4701540698724,NA
9367,1995,"CA","CDF CAL FIRE (State)","RRU","COTTONWOOD","00007871",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",530.9715,NA,NA,NA,"00000000",NA,"1990-1999",3110061.921875,9609.98325951974,-117.229846652701,33.6653834490191,NA
9370,1995,"CA","CDF CAL FIRE (State)","BEU","PANOCHE","00002019",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",485.0718,NA,NA,NA,"00000000",NA,"1990-1999",3055602.6640625,8649.46757498624,-120.859840403038,36.6500331115536,NA
9371,1995,"CA","CDF CAL FIRE (State)","RRU","PEACH","00006828",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",476.7694,NA,NA,NA,"00000000",NA,"1990-1999",2807430.27734375,6599.96411126004,-116.772104627557,33.8945835195995,NA
9374,1995,"CA","CDF CAL FIRE (State)","LNU","EIGHTY EIGHT","00004028",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",457.9709,NA,NA,NA,"00000246",NA,"1990-1999",3047313.05078125,8662.57304535097,-122.096515075047,38.6992274935929,NA
9377,1995,"CA","CDF CAL FIRE (State)","RRU","MAYWOOD","00006782",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",454.4753,NA,NA,NA,"00000000",NA,"1990-1999",2668301.56640625,8277.95212399234,-117.325546753238,33.7678271522735,NA
9378,1995,"CA","CDF CAL FIRE (State)","RRU","WICK","00007626",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",452.9946,NA,NA,NA,"00000000",NA,"1990-1999",2675356.02734375,6700.40260816933,-117.290067354664,34.0219155146114,NA
9379,1995,"CA","BLM Bureau of Land Management","NOD","DEMO","00000000",NA,NA,"Equipment Use","Unknown","Suppression (Wildfire)",446.6685,NA,NA,NA,"0000D463",NA,"1990-1999",3111513.703125,7808.92525936416,-120.090256838994,40.3046033080536,NA
