"OBJECTID","YEAR_","STATE","AGENCY","UNIT_ID","FIRE_NAME","INC_NUM","ALARM_DATE","CONT_DATE","CAUSE","C_METHOD","OBJECTIVE","GIS_ACRES","COMMENTS","COMPLEX_NAME","IRWINID","FIRE_NUM","COMPLEX_ID","DECADES","Shape__Area","Shape__Length","Lon","Lat","TEMPERATURE_2M_ALARM_DATE"
5249,2011,"CA","CCO Contract County","LAC","MALIBU BEACH","00000111",2011-01-14 08:00:00,2011-01-14 08:00:00,"Miscellaneous","GPS Ground","Suppression (Wildfire)",0.09395437,"PCH/Malibu Beach RV park",NA,NA,NA,NA,"2010-2019",557.573036432266,83.7058505723618,-118.740040237665,34.0336437833382,12.076806640625
5213,2011,"CA","CDF CAL FIRE (State)","BTU","LOVELOCK","00001783",2011-02-13 08:00:00,2011-02-13 08:00:00,"Escaped Prescribed Burn","Hand-drawn","Suppression (Wildfire)",10.36656,"Perimeter from best available information",NA,NA,NA,NA,"2010-2019",71447.9921875,1132.73068885636,-121.580914695728,39.9392258836735,7.65029296875002
5220,2011,"CA","CDF CAL FIRE (State)","SKU","MONTAGUE","00000997",2011-02-13 08:00:00,2011-02-13 08:00:00,"Escaped Prescribed Burn","Photo Interpretation","Suppression (Wildfire)",7.572523,NA,NA,NA,NA,NA,"2010-2019",55014.78125,1570.93425480639,-122.507353526367,41.7001034764849,1.17861328125002
4973,2011,"CA","CDF CAL FIRE (State)","BDU","WINTERTON","00002312",2011-03-02 08:00:00,2011-03-10 08:00:00,"Escaped Prescribed Burn","GPS Ground","Suppression (Wildfire)",908.4495,"Div Z burned stayed within the perscrip. Boundary",NA,NA,NA,NA,"2010-2019",5759529.0546875,11787.844070444,-118.211852042068,36.8988902988074,-5.50839843749998
5001,2011,"CA","CDF CAL FIRE (State)","BDU","CENTER","00002915",2011-03-18 07:00:00,2011-03-20 07:00:00,"Unknown/Unidentified","GPS Ground","Suppression (Wildfire)",440.6908,"Big Pine",NA,NA,NA,NA,"2010-2019",2813239.23046875,15962.8824632002,-118.305906956635,37.1622688413694,-3.82236328124998
5195,2011,"CA","CDF CAL FIRE (State)","TCU","HOLLOW","00003454",2011-04-29 07:00:00,2011-04-29 07:00:00,"Debris","GPS Ground","Suppression (Wildfire)",14.38901,NA,NA,NA,"00000001",NA,"2010-2019",93427.375,1418.75581305454,-120.143961495855,37.8017178062621,6.32998046875002
5029,2011,"CA","CDF CAL FIRE (State)","SLU","BITTERWATER","00003227",2011-05-02 07:00:00,2011-05-02 07:00:00,"Equipment Use","GPS Ground","Suppression (Wildfire)",187.7928,"Locally established criteria",NA,NA,NA,NA,"2010-2019",1151301.03125,6147.05014803858,-120.0954726788,35.5754704969288,17.880029296875
5056,2011,"CA","CCO Contract County","LAC","BANNING","00099277",2011-05-02 07:00:00,2011-05-02 07:00:00,"Equipment Use","Mixed Methods","Suppression (Wildfire)",117.999,"alt inc # 11099277",NA,NA,NA,NA,"2010-2019",687484.37890625,4315.92378065701,-118.496882670547,33.4331001251584,16.98818359375
5223,2011,"CA","USF U.S. Forest Service","BDF","DEEP CREEK","00000004",2011-05-02 07:00:00,2011-05-02 07:00:00,"Miscellaneous","GPS Ground","Suppression (Wildfire)",5.935047,NA,NA,NA,NA,NA,"2010-2019",35316.78515625,1173.48254693567,-117.239108358159,34.3423383777705,11.1537109375
5100,2011,"CA","CCO Contract County","LAC","INDIA","00100116",2011-05-03 07:00:00,2011-05-03 07:00:00,"Equipment Use","Mixed Methods","Suppression (Wildfire)",57.09016,NA,NA,NA,NA,NA,"2010-2019",342673.23828125,2751.93947127711,-118.275342213384,34.7063481413527,14.457421875
